,Subject,Experiment,Electrode,run,Session,Dimension,Coordinate difference in mm,date
421,sub-004,P3,Cathode3,run-02,ses-1,Y,28.13520742610097,2023-05-24
422,sub-004,P3,Cathode3,run-02,ses-1,Z,2.138245853935368,2023-05-24
423,sub-004,P3,Cathode3,run-02,ses-2,X,2.7760263299848873,2023-08-20
424,sub-004,P3,Cathode3,run-02,ses-2,Y,33.52862886369228,2023-08-20
425,sub-004,P3,Cathode3,run-02,ses-2,Z,1.7651667913794515,2023-08-20
426,sub-004,P3,Cathode3,run-02,ses-3,X,4.835117673994972,2024-01-28
427,sub-004,P3,Cathode3,run-02,ses-3,Y,17.258109185546637,2024-01-28
428,sub-004,P3,Cathode3,run-02,ses-3,Z,39.681824325458145,2024-01-28
429,sub-004,P3,Cathode3,run-02,ses-4,X,0.6858258757553983,2024-02-04
430,sub-004,P3,Cathode3,run-02,ses-4,Y,7.369818955957889,2024-02-04
431,sub-004,P3,Cathode3,run-02,ses-4,Z,2.6732654017303137,2024-02-04
435,sub-005,P7,Anode,run-01,ses-1,X,6.4600281641632336,2023-07-06
436,sub-005,P7,Anode,run-01,ses-1,Y,5.322665594443677,2023-07-06
437,sub-005,P7,Anode,run-01,ses-1,Z,6.98710771221667,2023-07-06
438,sub-005,P7,Anode,run-01,ses-2,X,2.0746936305239814,2023-10-18
439,sub-005,P7,Anode,run-01,ses-2,Y,2.9352592471241934,2023-10-18
440,sub-005,P7,Anode,run-01,ses-2,Z,2.188211111724371,2023-10-18
441,sub-005,P7,Anode,run-01,ses-3,X,9.047894829027356,2023-10-25
442,sub-005,P7,Anode,run-01,ses-3,Y,10.686974191963671,2023-10-25
443,sub-005,P7,Anode,run-01,ses-3,Z,8.3915434166789,2023-10-25
447,sub-005,P7,Anode,run-02,ses-1,X,5.576697871163489,2023-07-06
448,sub-005,P7,Anode,run-02,ses-1,Y,4.408111849725245,2023-07-06
449,sub-005,P7,Anode,run-02,ses-1,Z,6.895854639261955,2023-07-06
450,sub-005,P7,Anode,run-02,ses-2,X,2.071099223643543,2023-10-18
451,sub-005,P7,Anode,run-02,ses-2,Y,3.9119293409585936,2023-10-18
452,sub-005,P7,Anode,run-02,ses-2,Z,1.365946671366686,2023-10-18
453,sub-005,P7,Anode,run-02,ses-3,X,8.160970129147174,2023-10-25
454,sub-005,P7,Anode,run-02,ses-3,Y,10.749090541079639,2023-10-25
455,sub-005,P7,Anode,run-02,ses-3,Z,7.4780259033665,2023-10-25
462,sub-005,P7,Cathode1,run-01,ses-1,X,29.35479988392442,2023-07-06
463,sub-005,P7,Cathode1,run-01,ses-1,Y,35.86184336595237,2023-07-06
464,sub-005,P7,Cathode1,run-01,ses-1,Z,63.868331855051224,2023-07-06
465,sub-005,P7,Cathode1,run-01,ses-2,X,30.335675377883014,2023-10-18
466,sub-005,P7,Cathode1,run-01,ses-2,Y,29.367872586250304,2023-10-18
467,sub-005,P7,Cathode1,run-01,ses-2,Z,51.75395566120744,2023-10-18
468,sub-005,P7,Cathode1,run-01,ses-3,X,32.79159515213221,2023-10-25
469,sub-005,P7,Cathode1,run-01,ses-3,Y,23.80030119024217,2023-10-25
470,sub-005,P7,Cathode1,run-01,ses-3,Z,61.329801441989844,2023-10-25
474,sub-005,P7,Cathode1,run-02,ses-1,X,29.34555904243141,2023-07-06
475,sub-005,P7,Cathode1,run-02,ses-1,Y,36.915854189321394,2023-07-06
476,sub-005,P7,Cathode1,run-02,ses-1,Z,65.5899637470767,2023-07-06
477,sub-005,P7,Cathode1,run-02,ses-2,X,30.319245722629127,2023-10-18
478,sub-005,P7,Cathode1,run-02,ses-2,Y,28.46854322195053,2023-10-18
479,sub-005,P7,Cathode1,run-02,ses-2,Z,51.83105867251754,2023-10-18
480,sub-005,P7,Cathode1,run-02,ses-3,X,32.78800074525177,2023-10-25
481,sub-005,P7,Cathode1,run-02,ses-3,Y,22.82363109640777,2023-10-25
482,sub-005,P7,Cathode1,run-02,ses-3,Z,60.50753700163216,2023-10-25
489,sub-005,P7,Cathode2,run-01,ses-1,X,17.648565847687422,2023-07-06
490,sub-005,P7,Cathode2,run-01,ses-1,Y,43.350520406067375,2023-07-06
491,sub-005,P7,Cathode2,run-01,ses-1,Z,43.11072357207537,2023-07-06
492,sub-005,P7,Cathode2,run-01,ses-2,X,26.289849700666963,2023-10-18
493,sub-005,P7,Cathode2,run-01,ses-2,Y,28.373721785992384,2023-10-18
494,sub-005,P7,Cathode2,run-01,ses-2,Z,49.95918009079993,2023-10-18
495,sub-005,P7,Cathode2,run-01,ses-3,X,17.592088068164884,2023-10-25
496,sub-005,P7,Cathode2,run-01,ses-3,Y,38.69919212549925,2023-10-25
497,sub-005,P7,Cathode2,run-01,ses-3,Z,41.697503725290304,2023-10-25
501,sub-005,P7,Cathode2,run-02,ses-1,X,17.697854813449084,2023-07-06
502,sub-005,P7,Cathode2,run-02,ses-1,Y,46.0485084989667,2023-07-06
503,sub-005,P7,Cathode2,run-02,ses-1,Z,42.87941453814507,2023-07-06
504,sub-005,P7,Cathode2,run-02,ses-2,X,25.422949062921106,2023-10-18
505,sub-005,P7,Cathode2,run-02,ses-2,Y,30.18760489501059,2023-10-18
506,sub-005,P7,Cathode2,run-02,ses-2,Z,49.79082400653512,2023-10-18
507,sub-005,P7,Cathode2,run-02,ses-3,X,17.595682475045322,2023-10-25
508,sub-005,P7,Cathode2,run-02,ses-3,Y,39.67586221933365,2023-10-25
509,sub-005,P7,Cathode2,run-02,ses-3,Z,42.51976816564799,2023-10-25
516,sub-005,P7,Cathode3,run-01,ses-1,X,0.3360627686232327,2023-07-06
517,sub-005,P7,Cathode3,run-01,ses-1,Y,6.922346963956954,2023-07-06
518,sub-005,P7,Cathode3,run-01,ses-1,Z,6.176094389595093,2023-07-06
519,sub-005,P7,Cathode3,run-01,ses-2,X,3.8945447887852787,2023-10-18
520,sub-005,P7,Cathode3,run-01,ses-2,Y,3.743871285989883,2023-10-18
521,sub-005,P7,Cathode3,run-01,ses-2,Z,0.05523101527244023,2023-10-18
522,sub-005,P7,Cathode3,run-01,ses-3,X,14.589491829425096,2023-10-25
523,sub-005,P7,Cathode3,run-01,ses-3,Y,10.299210130646827,2023-10-25
524,sub-005,P7,Cathode3,run-01,ses-3,Z,0.24507664803415707,2023-10-25
528,sub-005,P7,Cathode3,run-02,ses-1,X,0.5765324280038477,2023-07-06
529,sub-005,P7,Cathode3,run-02,ses-1,Y,6.82978185400367,2023-07-06
530,sub-005,P7,Cathode3,run-02,ses-1,Z,5.290876999571921,2023-07-06
531,sub-005,P7,Cathode3,run-02,ses-2,X,4.803545578531921,2023-10-18
532,sub-005,P7,Cathode3,run-02,ses-2,Y,4.813106489777567,2023-10-18
533,sub-005,P7,Cathode3,run-02,ses-2,Z,1.7627128456532972,2023-10-18
534,sub-005,P7,Cathode3,run-02,ses-3,X,14.585897422544658,2023-10-25
535,sub-005,P7,Cathode3,run-02,ses-3,Y,11.275880224481227,2023-10-25
536,sub-005,P7,Cathode3,run-02,ses-3,Z,1.0673410883918422,2023-10-25
543,sub-006,P1,Anode,run-01,ses-1,X,2.6490009775012737,2023-05-31
544,sub-006,P1,Anode,run-01,ses-1,Y,0.29213095642626286,2023-05-31
545,sub-006,P1,Anode,run-01,ses-1,Z,15.278320134580134,2023-05-31
546,sub-006,P1,Anode,run-01,ses-2,X,1.9086040736734873,2023-08-24
547,sub-006,P1,Anode,run-01,ses-2,Y,1.808784380555153,2023-08-24
548,sub-006,P1,Anode,run-01,ses-2,Z,10.864341908097266,2023-08-24
549,sub-006,P1,Anode,run-01,ses-3,X,1.0198478301614529,2023-10-19
550,sub-006,P1,Anode,run-01,ses-3,Y,3.573613764718175,2023-10-19
551,sub-006,P1,Anode,run-01,ses-3,Z,11.85455922871828,2023-10-19
552,sub-006,P1,Anode,run-01,ses-4,X,1.058568558990956,2023-10-26
553,sub-006,P1,Anode,run-01,ses-4,Y,1.9399902429431677,2023-10-26
554,sub-006,P1,Anode,run-01,ses-4,Z,9.03944269657135,2023-10-26
555,sub-006,P1,Anode,run-02,ses-1,X,3.4458480806648737,2023-05-31
556,sub-006,P1,Anode,run-02,ses-1,Y,3.125836566090584,2023-05-31
557,sub-006,P1,Anode,run-02,ses-1,Z,16.933691208213567,2023-05-31
558,sub-006,P1,Anode,run-02,ses-2,X,1.8414214899390942,2023-08-24
559,sub-006,P1,Anode,run-02,ses-2,Y,0.7959224805235863,2023-08-24
560,sub-006,P1,Anode,run-02,ses-2,Z,12.609231044501065,2023-08-24
561,sub-006,P1,Anode,run-02,ses-3,X,1.0338420023769146,2023-10-19
562,sub-006,P1,Anode,run-02,ses-3,Y,1.8839759174734354,2023-10-19
563,sub-006,P1,Anode,run-02,ses-3,Z,9.940141954421996,2023-10-19
564,sub-006,P1,Anode,run-02,ses-4,X,1.8731451326608664,2023-10-26
565,sub-006,P1,Anode,run-02,ses-4,Y,0.0071178823709487915,2023-10-26
566,sub-006,P1,Anode,run-02,ses-4,Z,10.751323149502277,2023-10-26
570,sub-006,P1,Cathode1,run-01,ses-1,X,6.609050581157206,2023-05-31
571,sub-006,P1,Cathode1,run-01,ses-1,Y,3.0489488695561846,2023-05-31
572,sub-006,P1,Cathode1,run-01,ses-1,Z,65.00718637660145,2023-05-31
573,sub-006,P1,Cathode1,run-01,ses-2,X,0.30692221231758765,2023-08-24
574,sub-006,P1,Cathode1,run-01,ses-2,Y,15.025227450281378,2023-08-24
575,sub-006,P1,Cathode1,run-01,ses-2,Z,63.752404225170615,2023-08-24
576,sub-006,P1,Cathode1,run-01,ses-3,X,0.5888311173021776,2023-10-19
577,sub-006,P1,Cathode1,run-01,ses-3,Y,12.415579142495986,2023-10-19
578,sub-006,P1,Cathode1,run-01,ses-3,Z,61.80497826740146,2023-10-19
579,sub-006,P1,Cathode1,run-01,ses-4,X,2.8355639875680225,2023-10-26
580,sub-006,P1,Cathode1,run-01,ses-4,Y,18.910149382874366,2023-10-26
581,sub-006,P1,Cathode1,run-01,ses-4,Z,60.30514262348414,2023-10-26
582,sub-006,P1,Cathode1,run-02,ses-1,X,9.204874940142034,2023-05-31
583,sub-006,P1,Cathode1,run-02,ses-1,Y,0.1768888369947632,2023-05-31
584,sub-006,P1,Cathode1,run-02,ses-1,Z,66.70955884188413,2023-05-31
585,sub-006,P1,Cathode1,run-02,ses-2,X,0.30692221231758765,2023-08-24
586,sub-006,P1,Cathode1,run-02,ses-2,Y,15.025227450281378,2023-08-24
587,sub-006,P1,Cathode1,run-02,ses-2,Z,63.752404225170615,2023-08-24
588,sub-006,P1,Cathode1,run-02,ses-3,X,1.5200433879345638,2023-10-19
589,sub-006,P1,Cathode1,run-02,ses-3,Y,11.607597332894798,2023-10-19
590,sub-006,P1,Cathode1,run-02,ses-3,Z,59.970571068227294,2023-10-19
591,sub-006,P1,Cathode1,run-02,ses-4,X,2.8285669014602917,2023-10-26
592,sub-006,P1,Cathode1,run-02,ses-4,Y,18.065330459251996,2023-10-26
593,sub-006,P1,Cathode1,run-02,ses-4,Z,59.347933986335995,2023-10-26
597,sub-006,P1,Cathode2,run-01,ses-1,X,0.30088965363800924,2023-05-31
598,sub-006,P1,Cathode2,run-01,ses-1,Y,6.7225857332348795,2023-05-31
599,sub-006,P1,Cathode2,run-01,ses-1,Z,40.182322949171066,2023-05-31
600,sub-006,P1,Cathode2,run-01,ses-2,X,3.0283345230668743,2023-08-24
601,sub-006,P1,Cathode2,run-01,ses-2,Y,10.850742179155347,2023-08-24
602,sub-006,P1,Cathode2,run-01,ses-2,Z,33.10876362025738,2023-08-24
603,sub-006,P1,Cathode2,run-01,ses-3,X,0.5066898339241703,2023-10-19
604,sub-006,P1,Cathode2,run-01,ses-3,Y,7.810639170184729,2023-10-19
605,sub-006,P1,Cathode2,run-01,ses-3,Z,37.513233859092,2023-10-19
606,sub-006,P1,Cathode2,run-01,ses-4,X,3.9240878526866396,2023-10-26
607,sub-006,P1,Cathode2,run-01,ses-4,Y,13.460390486940739,2023-10-26
608,sub-006,P1,Cathode2,run-01,ses-4,Z,35.05618957802653,2023-10-26
609,sub-006,P1,Cathode2,run-02,ses-1,X,0.2761630970239679,2023-05-31
610,sub-006,P1,Cathode2,run-02,ses-1,Y,6.666571407765147,2023-05-31
611,sub-006,P1,Cathode2,run-02,ses-1,Z,41.08302220702171,2023-05-31
612,sub-006,P1,Cathode2,run-02,ses-2,X,2.0793927819281777,2023-08-24
613,sub-006,P1,Cathode2,run-02,ses-2,Y,10.943593618646261,2023-08-24
614,sub-006,P1,Cathode2,run-02,ses-2,Z,31.330865800380707,2023-08-24
615,sub-006,P1,Cathode2,run-02,ses-3,X,0.5066898339241703,2023-10-19
616,sub-006,P1,Cathode2,run-02,ses-3,Y,7.810639170184729,2023-10-19
617,sub-006,P1,Cathode2,run-02,ses-3,Z,37.513233859092,2023-10-19
618,sub-006,P1,Cathode2,run-02,ses-4,X,3.874634739458557,2023-10-26
619,sub-006,P1,Cathode2,run-02,ses-4,Y,13.572419137880203,2023-10-26
620,sub-006,P1,Cathode2,run-02,ses-4,Z,33.25479106232524,2023-10-26
624,sub-006,P1,Cathode3,run-01,ses-1,X,0.9194082374125685,2023-05-31
625,sub-006,P1,Cathode3,run-01,ses-1,Y,2.3436133393645306,2023-05-31
626,sub-006,P1,Cathode3,run-01,ses-1,Z,22.885341405421496,2023-05-31
627,sub-006,P1,Cathode3,run-01,ses-2,X,1.180194465294477,2023-08-24
628,sub-006,P1,Cathode3,run-01,ses-2,Y,4.811642369478939,2023-08-24
629,sub-006,P1,Cathode3,run-01,ses-2,Z,7.064869608283043,2023-08-24
630,sub-006,P1,Cathode3,run-01,ses-3,X,0.3129029905796017,2023-10-19
631,sub-006,P1,Cathode3,run-01,ses-3,Y,0.4444913601130267,2023-10-19
632,sub-006,P1,Cathode3,run-01,ses-3,Z,10.08252296179533,2023-10-19
633,sub-006,P1,Cathode3,run-01,ses-4,X,1.3780069182068075,2023-10-26
634,sub-006,P1,Cathode3,run-01,ses-4,Y,4.363527765721081,2023-10-26
635,sub-006,P1,Cathode3,run-01,ses-4,Z,0.14072445452213245,2023-10-26
636,sub-006,P1,Cathode3,run-02,ses-1,X,0.08336689494549887,2023-05-31
637,sub-006,P1,Cathode3,run-02,ses-1,Y,0.7851813545078059,2023-05-31
638,sub-006,P1,Cathode3,run-02,ses-1,Z,19.146024919599295,2023-05-31
639,sub-006,P1,Cathode3,run-02,ses-2,X,1.24737704902887,2023-08-24
640,sub-006,P1,Cathode3,run-02,ses-2,Y,3.7987804694473724,2023-08-24
641,sub-006,P1,Cathode3,run-02,ses-2,Z,5.319980471879244,2023-08-24
642,sub-006,P1,Cathode3,run-02,ses-3,X,0.28817643396556036,2023-10-19
643,sub-006,P1,Cathode3,run-02,ses-3,Y,0.3884770346432944,2023-10-19
644,sub-006,P1,Cathode3,run-02,ses-3,Z,10.983222219645977,2023-10-19
645,sub-006,P1,Cathode3,run-02,ses-4,X,1.360277447700497,2023-10-26
646,sub-006,P1,Cathode3,run-02,ses-4,Y,5.264361014813183,2023-10-26
647,sub-006,P1,Cathode3,run-02,ses-4,Z,0.19723383381962734,2023-10-26
759,sub-010,P7,Anode,run-01,ses-1,X,8.862072712630031,2023-06-07
760,sub-010,P7,Anode,run-01,ses-1,Y,11.847261262536048,2023-06-07
761,sub-010,P7,Anode,run-01,ses-1,Z,7.399390577077867,2023-06-07
762,sub-010,P7,Anode,run-01,ses-2,X,3.474439698159692,2023-08-23
763,sub-010,P7,Anode,run-01,ses-2,Y,6.195034404695033,2023-08-23
764,sub-010,P7,Anode,run-01,ses-2,Z,3.1684050250053417,2023-08-23
765,sub-010,P7,Anode,run-01,ses-3,X,2.082024271488187,2023-09-17
766,sub-010,P7,Anode,run-01,ses-3,Y,0.7204961986839784,2023-09-17
767,sub-010,P7,Anode,run-01,ses-3,Z,5.711467674672605,2023-09-17
768,sub-010,P7,Anode,run-01,ses-4,X,5.051698646396396,2023-09-28
769,sub-010,P7,Anode,run-01,ses-4,Y,5.53150808572769,2023-09-28
770,sub-010,P7,Anode,run-01,ses-4,Z,6.077368414700032,2023-09-28
771,sub-010,P7,Anode,run-02,ses-1,X,7.973514134883878,2023-06-07
772,sub-010,P7,Anode,run-02,ses-1,Y,10.887770490199326,2023-06-07
773,sub-010,P7,Anode,run-02,ses-1,Z,6.545073642134668,2023-06-07
774,sub-010,P7,Anode,run-02,ses-2,X,4.51499759674072,2023-08-23
775,sub-010,P7,Anode,run-02,ses-2,Y,8.841291160732506,2023-08-23
776,sub-010,P7,Anode,run-02,ses-2,Z,2.924196927547456,2023-08-23
777,sub-010,P7,Anode,run-02,ses-3,X,1.4496054489910577,2023-09-17
778,sub-010,P7,Anode,run-02,ses-3,Y,0.7978031164407717,2023-09-17
779,sub-010,P7,Anode,run-02,ses-3,Z,2.7619051623344433,2023-09-17
780,sub-010,P7,Anode,run-02,ses-4,X,5.051698646396396,2023-09-28
781,sub-010,P7,Anode,run-02,ses-4,Y,5.53150808572769,2023-09-28
782,sub-010,P7,Anode,run-02,ses-4,Z,6.077368414700032,2023-09-28
786,sub-010,P7,Cathode1,run-01,ses-1,X,29.109675693660975,2023-06-07
787,sub-010,P7,Cathode1,run-01,ses-1,Y,19.789995135366915,2023-06-07
788,sub-010,P7,Cathode1,run-01,ses-1,Z,64.57029382169247,2023-06-07
789,sub-010,P7,Cathode1,run-01,ses-2,X,28.302666648626328,2023-08-23
790,sub-010,P7,Cathode1,run-01,ses-2,Y,23.85558265224099,2023-08-23
791,sub-010,P7,Cathode1,run-01,ses-2,Z,60.44172611862422,2023-08-23
792,sub-010,P7,Cathode1,run-01,ses-3,X,25.324569612145424,2023-09-17
793,sub-010,P7,Cathode1,run-01,ses-3,Y,29.107127280533312,2023-09-17
794,sub-010,P7,Cathode1,run-01,ses-3,Z,60.86893694877625,2023-09-17
795,sub-010,P7,Cathode1,run-01,ses-4,X,27.414108070880175,2023-09-28
796,sub-010,P7,Cathode1,run-01,ses-4,Y,24.81507342457771,2023-09-28
797,sub-010,P7,Cathode1,run-01,ses-4,Z,59.58740918368102,2023-09-28
798,sub-010,P7,Cathode1,run-02,ses-1,X,29.165957241654397,2023-06-07
799,sub-010,P7,Cathode1,run-02,ses-1,Y,19.89471291154623,2023-06-07
800,sub-010,P7,Cathode1,run-02,ses-1,Z,63.675377764105804,2023-06-07
801,sub-010,P7,Cathode1,run-02,ses-2,X,27.50982584372163,2023-08-23
802,sub-010,P7,Cathode1,run-02,ses-2,Y,23.023589664697646,2023-08-23
803,sub-010,P7,Cathode1,run-02,ses-2,Z,59.3838002088666,2023-08-23
804,sub-010,P7,Cathode1,run-02,ses-3,X,25.437132708132268,2023-09-17
805,sub-010,P7,Cathode1,run-02,ses-3,Y,29.31656283289194,2023-09-17
806,sub-010,P7,Cathode1,run-02,ses-3,Z,59.07910483360291,2023-09-17
807,sub-010,P7,Cathode1,run-02,ses-4,X,27.309967636466027,2023-09-28
808,sub-010,P7,Cathode1,run-02,ses-4,Y,25.60609752833843,2023-09-28
809,sub-010,P7,Cathode1,run-02,ses-4,Z,60.584129728674895,2023-09-28
813,sub-010,P7,Cathode2,run-01,ses-1,X,13.170216606706376,2023-06-07
814,sub-010,P7,Cathode2,run-01,ses-1,Y,36.45618602022529,2023-06-07
815,sub-010,P7,Cathode2,run-01,ses-1,Z,43.61644230395555,2023-06-07
816,sub-010,P7,Cathode2,run-01,ses-2,X,22.007943497747178,2023-08-23
817,sub-010,P7,Cathode2,run-01,ses-2,Y,27.757020176798104,2023-08-23
818,sub-010,P7,Cathode2,run-01,ses-2,Z,52.26141614079475,2023-08-23
819,sub-010,P7,Cathode2,run-01,ses-3,X,20.661556320041413,2023-09-17
820,sub-010,P7,Cathode2,run-01,ses-3,Y,21.61432480201125,2023-09-17
821,sub-010,P7,Cathode2,run-01,ses-3,Z,49.636541884243485,2023-09-17
822,sub-010,P7,Cathode2,run-01,ses-4,X,18.6930036188662,2023-09-28
823,sub-010,P7,Cathode2,run-01,ses-4,Y,27.116273866444825,2023-09-28
824,sub-010,P7,Cathode2,run-01,ses-4,Z,48.33512596398592,2023-09-28
825,sub-010,P7,Cathode2,run-02,ses-1,X,11.384676789641375,2023-06-07
826,sub-010,P7,Cathode2,run-02,ses-1,Y,37.374707908779385,2023-06-07
827,sub-010,P7,Cathode2,run-02,ses-1,Z,42.700920004248616,2023-06-07
828,sub-010,P7,Cathode2,run-02,ses-2,X,20.17454479426145,2023-08-23
829,sub-010,P7,Cathode2,run-02,ses-2,Y,29.571283945292233,2023-08-23
830,sub-010,P7,Cathode2,run-02,ses-2,Z,51.44769832849502,2023-08-23
831,sub-010,P7,Cathode2,run-02,ses-3,X,19.66885730788111,2023-09-17
832,sub-010,P7,Cathode2,run-02,ses-3,Y,23.36483967810869,2023-09-17
833,sub-010,P7,Cathode2,run-02,ses-3,Z,49.77894549429416,2023-09-17
834,sub-010,P7,Cathode2,run-02,ses-4,X,18.6930036188662,2023-09-28
835,sub-010,P7,Cathode2,run-02,ses-4,Y,27.116273866444825,2023-09-28
836,sub-010,P7,Cathode2,run-02,ses-4,Z,48.33512596398592,2023-09-28
840,sub-010,P7,Cathode3,run-01,ses-1,X,10.792316067963839,2023-06-07
841,sub-010,P7,Cathode3,run-01,ses-1,Y,17.34921227499843,2023-06-07
842,sub-010,P7,Cathode3,run-01,ses-1,Z,9.004726635515688,2023-06-07
843,sub-010,P7,Cathode3,run-01,ses-2,X,6.604816488921642,2023-08-23
844,sub-010,P7,Cathode3,run-01,ses-2,Y,9.765564219206574,2023-08-23
845,sub-010,P7,Cathode3,run-01,ses-2,Z,5.648559535145758,2023-08-23
846,sub-010,P7,Cathode3,run-01,ses-3,X,3.145453505218029,2023-09-17
847,sub-010,P7,Cathode3,run-01,ses-3,Y,2.455100608170035,2023-09-17
848,sub-010,P7,Cathode3,run-01,ses-3,Z,0.45356110274791916,2023-09-17
849,sub-010,P7,Cathode3,run-01,ses-4,X,7.189376424998045,2023-09-28
850,sub-010,P7,Cathode3,run-01,ses-4,Y,7.351523024141791,2023-09-28
851,sub-010,P7,Cathode3,run-01,ses-4,Z,2.5971925354003886,2023-09-28
852,sub-010,P7,Cathode3,run-02,ses-1,X,10.896456502377987,2023-06-07
853,sub-010,P7,Cathode3,run-02,ses-1,Y,18.14023637875915,2023-06-07
854,sub-010,P7,Cathode3,run-02,ses-1,Z,10.001447180509565,2023-06-07
855,sub-010,P7,Cathode3,run-02,ses-2,X,7.653797049075365,2023-08-23
856,sub-010,P7,Cathode3,run-02,ses-2,Y,11.411361319124701,2023-08-23
857,sub-010,P7,Cathode3,run-02,ses-2,Z,6.685879202783106,2023-08-23
858,sub-010,P7,Cathode3,run-02,ses-3,X,2.465175796300173,2023-09-17
859,sub-010,P7,Cathode3,run-02,ses-3,Y,3.0776580433547522,2023-09-17
860,sub-010,P7,Cathode3,run-02,ses-3,Z,2.394196922183035,2023-09-17
861,sub-010,P7,Cathode3,run-02,ses-4,X,7.2456579729914665,2023-09-28
862,sub-010,P7,Cathode3,run-02,ses-4,Y,7.246805247962477,2023-09-28
863,sub-010,P7,Cathode3,run-02,ses-4,Z,3.4921085929870586,2023-09-28
867,sub-011,P7,Anode,run-01,ses-1,X,0.6091584159061298,2023-07-05
868,sub-011,P7,Anode,run-01,ses-1,Y,1.2018033578246836,2023-07-05
869,sub-011,P7,Anode,run-01,ses-1,Z,2.2003377221431606,2023-07-05
870,sub-011,P7,Anode,run-01,ses-2,X,2.2949314551427946,2023-09-07
871,sub-011,P7,Anode,run-01,ses-2,Y,5.750440669730306,2023-09-07
872,sub-011,P7,Anode,run-01,ses-2,Z,1.9117726876307302,2023-09-07
873,sub-011,P7,Anode,run-01,ses-3,X,3.373292461596428,2023-09-21
874,sub-011,P7,Anode,run-01,ses-3,Y,1.8653145697712894,2023-09-21
875,sub-011,P7,Anode,run-01,ses-3,Z,9.646343480274084,2023-09-21
876,sub-011,P7,Anode,run-01,ses-4,X,7.4168554129079,2023-09-28
877,sub-011,P7,Anode,run-01,ses-4,Y,1.271596942543983,2023-09-28
878,sub-011,P7,Anode,run-01,ses-4,Z,4.905712386183438,2023-09-28
879,sub-011,P7,Anode,run-02,ses-1,X,0.5864294530823813,2023-07-05
880,sub-011,P7,Anode,run-02,ses-1,Y,2.1024026586860423,2023-07-05
881,sub-011,P7,Anode,run-02,ses-1,Z,2.141922227283942,2023-07-05
882,sub-011,P7,Anode,run-02,ses-2,X,3.1914018086157725,2023-09-07
883,sub-011,P7,Anode,run-02,ses-2,Y,5.831613331586123,2023-09-07
884,sub-011,P7,Anode,run-02,ses-2,Z,2.8144132973998808,2023-09-07
885,sub-011,P7,Anode,run-02,ses-3,X,4.211291646212338,2023-09-21
886,sub-011,P7,Anode,run-02,ses-3,Y,0.7425992204993968,2023-09-21
887,sub-011,P7,Anode,run-02,ses-3,Z,7.67108443583362,2023-09-21
888,sub-011,P7,Anode,run-02,ses-4,X,7.4363458025269225,2023-09-28
889,sub-011,P7,Anode,run-02,ses-4,Y,0.4293498997390266,2023-09-28
890,sub-011,P7,Anode,run-02,ses-4,Z,5.865012270919976,2023-09-28
894,sub-011,P7,Cathode1,run-01,ses-1,X,24.63733725367114,2023-07-05
895,sub-011,P7,Cathode1,run-01,ses-1,Y,28.934625261723994,2023-07-05
896,sub-011,P7,Cathode1,run-01,ses-1,Z,53.09937832625583,2023-07-05
897,sub-011,P7,Cathode1,run-01,ses-2,X,29.86353378115222,2023-09-07
898,sub-011,P7,Cathode1,run-01,ses-2,Y,22.260098700672387,2023-09-07
899,sub-011,P7,Cathode1,run-01,ses-2,Z,56.304544741101566,2023-09-07
900,sub-011,P7,Cathode1,run-01,ses-3,X,10.540621947739275,2023-09-21
901,sub-011,P7,Cathode1,run-01,ses-3,Y,2.2413582608848808,2023-09-21
902,sub-011,P7,Cathode1,run-01,ses-3,Z,9.704641763167459,2023-09-21
903,sub-011,P7,Cathode1,run-01,ses-4,X,21.990086595304312,2023-09-28
904,sub-011,P7,Cathode1,run-01,ses-4,Y,30.428856096491216,2023-09-28
905,sub-011,P7,Cathode1,run-01,ses-4,Z,45.04456565254368,2023-09-28
906,sub-011,P7,Cathode1,run-02,ses-1,X,25.537046180348845,2023-07-05
907,sub-011,P7,Cathode1,run-02,ses-1,Y,28.91180485792458,2023-07-05
908,sub-011,P7,Cathode1,run-02,ses-1,Z,53.10113454614766,2023-07-05
909,sub-011,P7,Cathode1,run-02,ses-2,X,29.85705663474277,2023-09-07
910,sub-011,P7,Cathode1,run-02,ses-2,Y,22.143394184559583,2023-09-07
911,sub-011,P7,Cathode1,run-02,ses-2,Z,58.106313520856204,2023-09-07
912,sub-011,P7,Cathode1,run-02,ses-3,X,27.317091544866564,2023-09-21
913,sub-011,P7,Cathode1,run-02,ses-3,Y,29.00818399645388,2023-09-21
914,sub-011,P7,Cathode1,run-02,ses-3,Z,64.8745595491957,2023-09-21
915,sub-011,P7,Cathode1,run-02,ses-4,X,21.97059620568529,2023-09-28
916,sub-011,P7,Cathode1,run-02,ses-4,Y,29.58660905368626,2023-09-28
917,sub-011,P7,Cathode1,run-02,ses-4,Z,44.085265767807144,2023-09-28
921,sub-011,P7,Cathode2,run-01,ses-1,X,24.667399489395322,2023-07-05
922,sub-011,P7,Cathode2,run-01,ses-1,Y,23.88103240698576,2023-07-05
923,sub-011,P7,Cathode2,run-01,ses-1,Z,51.64225800007581,2023-07-05
924,sub-011,P7,Cathode2,run-01,ses-2,X,23.923554729279132,2023-09-07
925,sub-011,P7,Cathode2,run-01,ses-2,Y,30.149695658758283,2023-09-07
926,sub-011,P7,Cathode2,run-01,ses-2,Z,52.95029463407583,2023-09-07
